"","X","Material","Morphology","Material..Raw.Data.","Morphology..Raw.Data.","Site.Code","Flow.Type","Loc.Code","X.Sec.Loc","Test.Group","Depth..m.","Event","Field.ID","Sample.ID","Unique.ID","Particle","Color","X1st.Order.Morph","Color.Group","Confidence....","Comment","QA_Color.Morph","Projected.SA..mm2.","length_mm","width_mm","lengthfiber_mm","OS..Y.N.","filename","Batch..Y.N.","max_cor_new","SpectrumIdentity","Organization","SpectralCollectionMode","InstrumentMode","InstrumentMode.1","library_type","polymer_class","polymer","plastic_or_not","Length..microns.","Width..microns.","material.1","Min.Projected.Height..microns.","Max.Projected.Height..microns.","Projected.Height..microns.","Density..mg.microns3.","X5..Density..mg.microns3.","X95..Density..mg.microns3.","X10..Density..mg.microns3.","X90..Density..mg.microns3.","Min.Projected.Width..microns.","Max.Projected.Width..microns.","Projected.Width..microns.","Height..microns.","a","b","c","CSF","Deqi","water.density","particle.density","delta","D_dimless","P","W","Re","Cd","W_adj"
"122",154,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_C_32",32,"black","Non-Fiber","Black",0,"broke down into multiple pieces.","0","0.197",0.804,0.423,"0","Y","SAD-DF-1-N-1_S0-0_C_32.SPA","Y",0.9,"ULDPE","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",804,423,NA,8.04,804,406.02,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,80.4,804,442.2,406.02,0.000804,0.000423,0.00040602,0.696224366705394,0.000516869946772758,998,1010,0.0120240480961924,2.53486315227449,4.6,0.00510595370149614,2.63911401791648,3.11807089005406,0.00510595370149614
"123",155,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_C_37",37,"gray","Non-Fiber","Black",0,"0","0","0.104",0.59,0.413,"0","Y","SAD-DF-1-N-1_S0-0_C_37.SPA","Y",0.9,"LDPE.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",590,413,NA,5.9,590,297.95,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,59,590,324.5,297.95,0.00059,0.000413,0.00029795,0.603590447713869,0.000417171999542859,998,1010,0.0120240480961924,2.04591877783674,4.6,0.00394838826162046,1.64715702607176,4.2085636090043,0.00394838826162046
"124",156,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_A_13",13,"blue","Non-Fiber","Blue",0,"0","0","0.105",0.463,0.408,"0","Y","SAD-DF-1-N-2_S0-0_A_13.SPA","Y",1,"HDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",463,408,NA,4.63,463,233.815,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,46.3,463,254.65,233.815,0.000463,0.000408,0.000233815,0.537962238542855,0.00035348515058523,998,1010,0.0120240480961924,1.73358209098708,4.6,0.00322753032297804,1.14088404223629,5.33689871541021,0.00322753032297804
"125",157,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_B_4",4,"gray","Non-Fiber","Black",0,"0","0","2.277",2.682,1.396,"0","Y","SAD-DF-1-N-2_S0-0_B_4.SPA","Y",0.8,"HDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",2682,1396,NA,26.82,2682,1354.41,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,268.2,2682,1475.1,1354.41,0.002682,0.001396,0.00135441,0.699967789885214,0.00171803278757904,998,1010,0.0120240480961924,8.42567464954235,4.6,0.0133904233585152,23.0051863694933,1.50695845789612,0.0133904233585152
"126",158,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_B_21",21,"white","Non-Fiber","White",0,"0","0","0.676",1.65,0.771,"0","Y","SAD-DF-1-N-2_S0-0_B_21.SPA","Y",0.9,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1650,771,NA,16.5,771,393.75,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,165,1650,907.5,393.75,0.00165,0.000771,0.00039375,0.349101251449643,0.000794181250352307,998,1010,0.0120240480961924,3.89486910646485,4.6,0.00475804848869785,3.77875289799096,5.51722062808602,0.00475804848869785
"127",159,"PVC","fragment","POLY(VINYL CHLORIDE)","fragment","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_B_33",33,"black","Non-Fiber","Black",0,"hard texture.","0","0.299",0.851,0.669,"0","Y","SAD-DF-1-N-2_S0-0_B_33.SPA","Y",0.7,"PVC.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyhaloolefins (Vinylhalides)","POLY(VINYL CHLORIDE)","plastic",851,669,NA,8.51,851,429.755,1.33e-09,1.33e-09,1.33e-09,1.33e-09,1.33e-09,85.1,851,468.05,429.755,0.000851,0.000669,0.000429755,0.569564744787835,0.000625449436174998,998,1330,0.332665330661323,9.27721714548545,4.6,0.0386523624069902,24.1750982742837,1.82161001804022,0.0386523624069902
"128",160,"Polyesters","rubbery fragment","POLYESTERS","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_C_9",9,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.125",0.531,0.329,"0","Y","SAD-DF-1-N-2_S0-0_C_9.SPA","Y",0.7,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",531,329,NA,5.31,531,268.155,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,53.1,531,292.05,268.155,0.000531,0.000329,0.000268155,0.641565038860555,0.000360489073815238,998,1010,0.0120240480961924,1.76793113183954,4.6,0.00364401717386718,1.3136283759742,4.2696249204879,0.00364401717386718
"129",161,"other plastic","fragment","OTHER PLASTIC","fragment","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_C_23",23,"black","Non-Fiber","Black",0,"hard texture.","0","0.108",0.511,0.37,"0","Y","SAD-DF-1-N-2_S0-0_C_23.SPA","Y",0.7,"paraloid","archaeometrielabor","0","transmittance","0","Paints","OTHER PLASTIC","0","plastic",511,370,NA,5.11,511,258.055,1.38e-09,1.34e-09,1.42e-09,1.36e-09,1.41e-09,51.1,511,281.05,258.055,0.000511,0.00037,0.000258055,0.593473000820343,0.000365408209961206,998,1380,0.382765531062124,5.67952798519748,4.6,0.0280359196656223,10.2445552196312,2.32749765807478,0.0280359196656223
"130",162,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_C_41",41,"black","Non-Fiber","Black",0,"0","0","0.273",1.082,0.53,"0","Y","SAD-DF-1-N-2_S0-0_C_41.SPA","Y",0.9,"LDPE.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1082,530,NA,10.82,530,270.41,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,108.2,1082,595.1,270.41,0.001082,0.00053,0.00027041,0.357084651150187,0.000537248600486748,998,1010,0.0120240480961924,2.63480531125489,4.6,0.0035279730626426,1.89539859045968,6.78864690737302,0.0035279730626426
"131",164,"Polyesters","fragment","POLYESTERS","fragment","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_D_31",31,"pink","Non-Fiber","Red",0,"0","0","0.124",0.516,0.341,"0","Y","SAD-DF-1-N-2_S0-0_D_31.SPA","Y",0.8,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",516,341,NA,5.16,516,260.58,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,51.6,516,283.8,260.58,0.000516,0.000341,0.00026058,0.621210859975355,0.000357916500193555,998,1010,0.0120240480961924,1.75531456916099,4.6,0.0035537847237506,1.27195819076614,4.457157045832,0.0035537847237506
"132",165,"PET","rubbery fragment","POLY(ETHYLENE TEREPHTHALATE)","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_E_3",3,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.094",0.881,0.219,"0","Y","SAD-DF-1-N-2_S0-0_E_3.SPA","Y",0.7,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",881,219,NA,8.81,219,113.905,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,88.1,881,484.55,113.905,0.000881,0.000219,0.000113905,0.259318067669936,0.00028010504899743,998,1450,0.452905811623247,4.60482613906732,4.6,0.015256434383191,4.27340430042978,7.12903068004486,0.015256434383191
"133",166,"other plastic","fragment","OTHER PLASTIC","fragment","SAD","Low Flow","3","LB","Outside Thalweg_2",0.24,"DF-1","SAD-DF-1-N-3","SAD-DF-1","SAD-DF-1-N-3_S0-0_A_6",6,"gray","Non-Fiber","Black",0,"0","0","0.307",1.018,0.585,"0","Y","SAD-DF-1-N-3_S0-0_A_6.SPA","Y",0.9,"paraffin","archaeometrielabor","0","transmittance","0","Paints","OTHER PLASTIC","0","plastic",1018,585,NA,10.18,1018,514.09,1.38e-09,1.34e-09,1.42e-09,1.36e-09,1.41e-09,101.8,1018,559.9,514.09,0.001018,0.000585,0.00051409,0.666173471414987,0.000673980916860868,998,1380,0.382765531062124,10.4756635851361,4.6,0.0490367938356616,33.0498632692766,1.40327901791221,0.0490367938356616
"134",167,"CA","fragment","CELLULOSE ACETATE","fragment","SAD","Low Flow","3","LB","Outside Thalweg_2",0.24,"DF-1","SAD-DF-1-N-3","SAD-DF-1","SAD-DF-1-N-3_S0-0_D_1",1,"gray","Non-Fiber","Black",0,"could make dents in the particle.","0","1.489",2.168,1.217,"0","Y","SAD-DF-1-N-3_S0-0_D_1.SPA","Y",0.9,"CA","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Cellulose Derivatives (Ether Cellulose)","CELLULOSE ACETATE","plastic",2168,1217,NA,21.68,2168,1094.84,1.3e-09,1.27e-09,1.33e-09,1.28e-09,1.32e-09,216.8,2168,1192.4,1094.84,0.002168,0.001217,0.00109484,0.674024569870287,0.00142418641023248,998,1300,0.302605210420842,20.4683094256074,4.6,0.0780327012698143,111.133112702201,0.925758483602125,0.0780327012698143
"135",168,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","3","LB","Outside Thalweg_2",0.24,"DF-1","SAD-DF-1-N-3","SAD-DF-1","SAD-DF-1-N-3_S0-0_D_15",15,"yellow","Non-Fiber","Yellow",0,"soft texture, broke into multiple pieces easily.","0","0.276",0.989,0.464,"0","Y","SAD-DF-1-N-3_S0-0_D_15.SPA","Y",0.9,"ULDPE","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",989,464,NA,9.89,464,236.945,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,98.9,989,543.95,236.945,0.000989,0.000464,0.000236945,0.349776326744931,0.000477295427250236,998,1010,0.0120240480961924,2.34077953040217,4.6,0.00316976001627439,1.5129119612484,7.47124462897169,0.00316976001627439
"136",169,"PET","fragment","POLY(ETHYLENE TEREPHTHALATE)","fragment","SAD","Low Flow","3","LB","Outside Thalweg_2",0.24,"DF-1","SAD-DF-1-N-3","SAD-DF-1","SAD-DF-1-N-3_S0-0_D_16",16,"black","Non-Fiber","Black",0,"broke into multiple pieces easily.","0","0.218",0.593,0.516,"0","Y","SAD-DF-1-N-3_S0-0_D_16.SPA","Y",0.8,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",593,516,NA,5.93,593,299.465,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,59.3,593,326.15,299.465,0.000593,0.000516,0.000299465,0.541369611450024,0.000450834167017006,998,1450,0.452905811623247,7.41155135937446,4.6,0.0347221342406858,15.6539244674523,2.21523414091307,0.0347221342406858
"137",170,"Polyesters","rubbery fragment","POLYESTERS","TRWP","SAD","Low Flow","3","LB","Outside Thalweg_2",0.24,"DF-1","SAD-DF-1-N-3","SAD-DF-1","SAD-DF-1-N-3_S0-0_D_17",17,"black","Non-Fiber","Black",0,"rubbery texture, bounces back, could make dents in the particle.","0","0.149",0.564,0.42,"0","Y","SAD-DF-1-N-3_S0-0_D_17.SPA","Y",0.9,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",564,420,NA,5.64,564,284.82,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,56.4,564,310.2,284.82,0.000564,0.00042,0.00028482,0.585202651102285,0.000407098615596376,998,1010,0.0120240480961924,1.99651631219894,4.6,0.00380071922603657,1.54726753519002,4.43227296310134,0.00380071922603657
"138",171,"PET","fragment","POLY(ETHYLENE TEREPHTHALATE)","fragment","SAD","Low Flow","3","LB","Outside Thalweg_2",0.24,"DF-1","SAD-DF-1-N-3","SAD-DF-1","SAD-DF-1-N-3_S0-0_D_24",24,"clear","Non-Fiber","Transparent",0,"shiny and glittery.","0","0.176",0.546,0.431,"0","Y","SAD-DF-1-N-3_S0-0_D_24.SPA","Y",0.9,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",546,431,NA,5.46,546,275.73,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,54.6,546,300.3,275.73,0.000546,0.000431,0.00027573,0.568393449723952,0.000401838284623901,998,1450,0.452905811623247,6.60607669635791,4.6,0.0326082218676642,13.1032319399377,2.23878667903553,0.0326082218676642
"139",172,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","3","LB","Outside Thalweg_2",0.24,"DF-1","SAD-DF-1-N-3","SAD-DF-1","SAD-DF-1-N-3_S0-0_D_25",25,"blue","Non-Fiber","Blue",0,"glitter","0","0.262",1.177,0.464,"0","Y","SAD-DF-1-N-3_S0-0_D_25.SPA","Y",0.8,"MDPE","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1177,464,NA,11.77,464,237.885,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,117.7,1177,647.35,237.885,0.001177,0.000464,0.000237885,0.32189915486965,0.000506470126166944,998,1010,0.0120240480961924,2.48385975730339,4.6,0.00316225789397831,1.60158915453561,7.96558565181821,0.00316225789397831
"140",173,"Nylon 6,6 - Poly(hexamethylene adipamide)","fragment","NYLON 6,6 - POLY(HEXAMETHYLENE ADIPAMIDE)","fragment","SAD","Low Flow","1","RB","Outside Thalweg_1",0.18,"DF-2","SAD-DF-2-N-1","SAD-DF-2","SAD-DF-2-N-1_S0-0_A_1",1,"black","Non-Fiber","Black",0,"0","0","0.349",1.026,0.487,"0","Y","SAD-DF-2-N-1_S0-0_A_1.SPA","Y",0.9,"Nylon 6/6 pellets","NIST Chem Web Book","0","Reflectance","0","Polymer, Minerals, Organic Materials","Polyamides (POLYLACTAMS)","NYLON 6,6 - POLY(HEXAMETHYLENE ADIPAMIDE)","plastic",1026,487,NA,10.26,487,248.63,1.33e-09,1.33e-09,1.33e-09,1.33e-09,1.33e-09,102.6,1026,564.3,248.63,0.001026,0.000487,0.00024863,0.351734824482088,0.00049897250737751,998,1330,0.332665330661323,7.40119989375657,4.6,0.0241594439412644,12.0548983202191,3.71978668232829,0.0241594439412644
"141",174,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","1","RB","Outside Thalweg_1",0.18,"DF-2","SAD-DF-2-N-1","SAD-DF-2","SAD-DF-2-N-1_S0-0_A_2",2,"black","Non-Fiber","Black",0,"0","0","0.346",0.933,0.828,"0","Y","SAD-DF-2-N-1_S0-0_A_2.SPA","Y",0.8,"HDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",933,828,NA,9.33,933,471.165,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,93.3,933,513.15,471.165,0.000933,0.000828,0.000471165,0.536064480087605,0.000713994721025867,998,1010,0.0120240480961924,3.50161374354909,4.6,0.00565208306823068,4.03555747351639,3.51508942037211,0.00565208306823068
"142",175,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","1","RB","Outside Thalweg_1",0.18,"DF-2","SAD-DF-2-N-1","SAD-DF-2","SAD-DF-2-N-1_S0-0_A_3",3,"black","Non-Fiber","Black",0,"0","0","0.14",0.653,0.442,"0","Y","SAD-DF-2-N-1_S0-0_A_3.SPA","Y",0.8,"HDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",653,442,NA,6.53,653,329.765,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,65.3,653,359.15,329.765,0.000653,0.000442,0.000329765,0.613814062742057,0.000456576270907117,998,1010,0.0120240480961924,2.23916745895497,4.6,0.00428701582051155,1.95734969664898,3.90716375035183,0.00428701582051155
"143",176,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","1","RB","Outside Thalweg_1",0.18,"DF-2","SAD-DF-2-N-1","SAD-DF-2","SAD-DF-2-N-1_S0-0_A_10",10,"gray","Non-Fiber","Black",0,"0","0","0.096",0.874,0.451,"0","Y","SAD-DF-2-N-1_S0-0_A_10.SPA","Y",0.9,"HDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",874,451,NA,8.74,874,441.37,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,87.4,874,480.7,441.37,0.000874,0.000451,0.00044137,0.703005663068219,0.000558251966708198,998,1010,0.0120240480961924,2.73781122104111,4.6,0.00546212732965196,3.0492433241888,2.94282929499153,0.00546212732965196
"144",177,"Polyesters","fragment","POLYESTERS","fragment","SAD","Low Flow","1","RB","Outside Thalweg_1",0.18,"DF-2","SAD-DF-2-N-1","SAD-DF-2","SAD-DF-2-N-1_S0-0_A_17",17,"black","Non-Fiber","Black",0,"broke into multiple pieces.","0","0.039",0.545,0.13,"0","Y","SAD-DF-2-N-1_S0-0_A_17.SPA","Y",0.9,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",545,130,NA,5.45,130,67.725,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,54.5,545,299.75,67.725,0.000545,0.00013,6.7725e-05,0.254436308759665,0.000168666806729319,998,1010,0.0120240480961924,0.827185399459733,4.6,0.00113944526095807,0.192186593608653,20.4315417090703,0.00113944526095807
"145",178,"Polyesters","fragment","POLYESTERS","fragment","SAD","Low Flow","1","RB","Outside Thalweg_1",0.18,"DF-2","SAD-DF-2-N-1","SAD-DF-2","SAD-DF-2-N-1_S0-0_A_19",19,"black","Non-Fiber","Black",0,"0","0","0.115",0.823,0.319,"0","Y","SAD-DF-2-N-1_S0-0_A_19.SPA","Y",0.8,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",823,319,NA,8.23,319,163.615,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,82.3,823,452.65,163.615,0.000823,0.000319,0.000163615,0.319321277116761,0.000350217528055318,998,1010,0.0120240480961924,1.71755682970359,4.6,0.0023427682711202,0.820478512718149,10.0354686797624,0.0023427682711202
"146",179,"Polyesters","fragment","POLYESTERS","fragment","SAD","Low Flow","1","RB","Outside Thalweg_1",0.18,"DF-2","SAD-DF-2-N-1","SAD-DF-2","SAD-DF-2-N-1_S0-0_A_25",25,"black","Non-Fiber","Black",0,"0","0","0.113",0.573,0.303,"0","Y","SAD-DF-2-N-1_S0-0_A_25.SPA","Y",0.8,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",573,303,NA,5.73,573,289.365,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,57.3,573,315.15,289.365,0.000573,0.000303,0.000289365,0.694460222042991,0.000368989847364262,998,1010,0.0120240480961924,1.80962111163,4.6,0.00389333948989288,1.43660274411283,3.82849704287128,0.00389333948989288
"147",180,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","1","RB","Outside Thalweg_1",0.18,"DF-2","SAD-DF-2-N-1","SAD-DF-2","SAD-DF-2-N-1_S0-0_A_26",26,"black","Non-Fiber","Black",0,"0","0","0.114",0.542,0.3,"0","Y","SAD-DF-2-N-1_S0-0_A_26.SPA","Y",0.8,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",542,300,NA,5.42,542,273.71,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,54.2,542,298.1,273.71,0.000542,3e-04,0.00027371,0.678782120173084,0.000354380977693119,998,1010,0.0120240480961924,1.73797545752111,4.6,0.00371823534088075,1.31767187539443,4.03139267065446,0.00371823534088075
"148",181,"Polyesters","rubbery fragment","POLYESTERS","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.18,"DF-2","SAD-DF-2-N-1","SAD-DF-2","SAD-DF-2-N-1_S0-0_A_31",31,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.121",0.614,0.314,"0","Y","SAD-DF-2-N-1_S0-0_A_31.SPA","Y",0.8,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",614,314,NA,6.14,614,310.07,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,61.4,614,337.7,310.07,0.000614,0.000314,0.00031007,0.706172400054495,0.00039100825182141,998,1010,0.0120240480961924,1.91760502998082,4.6,0.00411924381672394,1.61065832360338,3.62417678925942,0.00411924381672394
"149",182,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","1","RB","Outside Thalweg_1",0.18,"DF-2","SAD-DF-2-N-1","SAD-DF-2","SAD-DF-2-N-1_S0-0_A_37",37,"blue","Non-Fiber","Blue",0,"0","0","0.077",1.17,0.274,"0","Y","SAD-DF-2-N-1_S0-0_A_37.SPA","Y",0.9,"HDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1170,274,NA,11.7,274,142.85,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,117,1170,643.5,142.85,0.00117,0.000274,0.00014285,0.252296968614025,0.000357771347286858,998,1010,0.0120240480961924,1.75460270197481,4.6,0.00206896898797046,0.740217822320919,13.1448623651578,0.00206896898797046
"150",183,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","1","RB","Outside Thalweg_1",0.18,"DF-2","SAD-DF-2-N-1","SAD-DF-2","SAD-DF-2-N-1_S0-0_A_51",51,"green","Non-Fiber","Green",0,"0","0","1.679",1.972,1.378,"0","Y","SAD-DF-2-N-1_S0-0_A_51.SPA","Y",1,"HDPE.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1972,1378,NA,19.72,1972,995.86,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,197.2,1972,1084.6,995.86,0.001972,0.001378,0.00099586,0.604115842080905,0.00139353582800794,998,1010,0.0120240480961924,6.83425810273448,4.6,0.0103678561373945,14.4479789870913,2.03891285002226,0.0103678561373945
"151",184,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","1","RB","Outside Thalweg_1",0.18,"DF-2","SAD-DF-2-N-1","SAD-DF-2","SAD-DF-2-N-1_S0-0_A_57",57,"black","Non-Fiber","Black",0,"broke into multiple pieces easily.","0","0.094",0.436,0.366,"0","Y","SAD-DF-2-N-1_S0-0_A_57.SPA","Y",0.8,"MDPE","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",436,366,NA,4.36,436,220.18,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,43.6,436,239.8,220.18,0.000436,0.000366,0.00022018,0.551180799034259,0.000327528035763973,998,1010,0.0120240480961924,1.60628172401742,4.6,0.00308104150655587,1.00912747274952,5.42640034210597,0.00308104150655587
"152",185,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","1","RB","Outside Thalweg_1",0.18,"DF-2","SAD-DF-2-N-1","SAD-DF-2","SAD-DF-2-N-1_S0-0_B_2",2,"black","Non-Fiber","Black",0,"0","0","0.126",0.557,0.335,"0","Y","SAD-DF-2-N-1_S0-0_B_2.SPA","Y",0.9,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",557,335,NA,5.57,557,281.285,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,55.7,557,306.35,281.285,0.000557,0.000335,0.000281285,0.651173280925319,0.000374411223202899,998,1010,0.0120240480961924,1.83620893306128,4.6,0.00378982665976543,1.41895363540973,4.09985610390448,0.00378982665976543
"153",186,"Polyamides (POLYLACTAMS)","fragment","POLYAMIDES (POLYLACTAMS)","fragment","SAD","Low Flow","1","RB","Outside Thalweg_1",0.18,"DF-2","SAD-DF-2-N-1","SAD-DF-2","SAD-DF-2-N-1_S0-0_B_6",6,"brown","Non-Fiber","Black",0,"0","0","0.362",0.906,0.623,"0","Y","SAD-DF-2-N-1_S0-0_B_6.SPA","Y",0.9,"PA66","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYAMIDES (POLYLACTAMS)","0","plastic",906,623,NA,9.06,906,457.53,1.15e-09,9.08e-10,1.7e-09,8.86e-10,1.4e-09,90.6,906,498.3,457.53,0.000906,0.000623,0.00045753,0.608991812167717,0.000636813028546767,998,1150,0.152304609218437,7.28013262991929,4.6,0.0255444258541873,16.2670231906933,1.94419776327398,0.0255444258541873
